WHO_REGION,ISO_3_CODE,country,epiweek,new_hospitalization,new_icu,iso_year,iso_week_number
AMRO,USA,UNITED STATES OF AMERICA,2025-05-05,342,,2025,19
WPRO,NZL,NEW ZEALAND,2025-05-12,58,2,2025,20
AMRO,USA,UNITED STATES OF AMERICA,2025-05-12,329,,2025,20
WPRO,NZL,NEW ZEALAND,2025-05-19,57,2,2025,21
AMRO,USA,UNITED STATES OF AMERICA,2025-05-19,304,,2025,21
WPRO,NZL,NEW ZEALAND,2025-05-26,98,3,2025,22
AMRO,USA,UNITED STATES OF AMERICA,2025-05-26,325,,2025,22
WPRO,NZL,NEW ZEALAND,2025-06-02,100,1,2025,23
AMRO,USA,UNITED STATES OF AMERICA,2025-06-02,280,,2025,23
WPRO,NZL,NEW ZEALAND,2025-06-09,121,6,2025,24
AMRO,USA,UNITED STATES OF AMERICA,2025-06-09,253,,2025,24
WPRO,NZL,NEW ZEALAND,2025-06-16,115,8,2025,25
AMRO,USA,UNITED STATES OF AMERICA,2025-06-16,301,,2025,25
WPRO,NZL,NEW ZEALAND,2025-06-23,121,6,2025,26
AMRO,USA,UNITED STATES OF AMERICA,2025-06-23,282,,2025,26
WPRO,NZL,NEW ZEALAND,2025-06-30,136,5,2025,27
AMRO,USA,UNITED STATES OF AMERICA,2025-06-30,281,,2025,27
WPRO,NZL,NEW ZEALAND,2025-07-07,122,5,2025,28
AMRO,USA,UNITED STATES OF AMERICA,2025-07-07,208,,2025,28
