areaType,areaName,areaCode,date,covidOccupiedMVBeds
overview,United Kingdom,K02000001,2020-10-29,974
overview,United Kingdom,K02000001,2020-10-28,957
overview,United Kingdom,K02000001,2020-10-27,903
overview,United Kingdom,K02000001,2020-10-26,853
overview,United Kingdom,K02000001,2020-10-25,828
overview,United Kingdom,K02000001,2020-10-24,788
overview,United Kingdom,K02000001,2020-10-23,744
overview,United Kingdom,K02000001,2020-10-22,708
overview,United Kingdom,K02000001,2020-10-21,712
overview,United Kingdom,K02000001,2020-10-20,698
overview,United Kingdom,K02000001,2020-10-19,658
overview,United Kingdom,K02000001,2020-10-18,630
overview,United Kingdom,K02000001,2020-10-17,614
overview,United Kingdom,K02000001,2020-10-16,592
overview,United Kingdom,K02000001,2020-10-15,581
overview,United Kingdom,K02000001,2020-10-14,563
overview,United Kingdom,K02000001,2020-10-13,516
overview,United Kingdom,K02000001,2020-10-12,507
overview,United Kingdom,K02000001,2020-10-11,477
overview,United Kingdom,K02000001,2020-10-10,469
overview,United Kingdom,K02000001,2020-10-09,440
overview,United Kingdom,K02000001,2020-10-08,436
overview,United Kingdom,K02000001,2020-10-07,442
overview,United Kingdom,K02000001,2020-10-06,410
overview,United Kingdom,K02000001,2020-10-05,393
overview,United Kingdom,K02000001,2020-10-04,369
overview,United Kingdom,K02000001,2020-10-03,369
overview,United Kingdom,K02000001,2020-10-02,369
overview,United Kingdom,K02000001,2020-10-01,341
overview,United Kingdom,K02000001,2020-09-30,333
overview,United Kingdom,K02000001,2020-09-29,314
overview,United Kingdom,K02000001,2020-09-28,297
overview,United Kingdom,K02000001,2020-09-27,276
overview,United Kingdom,K02000001,2020-09-26,261
overview,United Kingdom,K02000001,2020-09-25,262
overview,United Kingdom,K02000001,2020-09-24,243
overview,United Kingdom,K02000001,2020-09-23,228
overview,United Kingdom,K02000001,2020-09-22,211
overview,United Kingdom,K02000001,2020-09-21,181
overview,United Kingdom,K02000001,2020-09-20,165
overview,United Kingdom,K02000001,2020-09-19,144
overview,United Kingdom,K02000001,2020-09-18,138
overview,United Kingdom,K02000001,2020-09-17,127
overview,United Kingdom,K02000001,2020-09-16,124
overview,United Kingdom,K02000001,2020-09-15,115
overview,United Kingdom,K02000001,2020-09-14,105
overview,United Kingdom,K02000001,2020-09-13,92
overview,United Kingdom,K02000001,2020-09-12,86
overview,United Kingdom,K02000001,2020-09-11,143
overview,United Kingdom,K02000001,2020-09-10,78
overview,United Kingdom,K02000001,2020-09-09,80
overview,United Kingdom,K02000001,2020-09-08,80
overview,United Kingdom,K02000001,2020-09-07,77
overview,United Kingdom,K02000001,2020-09-06,69
overview,United Kingdom,K02000001,2020-09-05,67
overview,United Kingdom,K02000001,2020-09-04,69
overview,United Kingdom,K02000001,2020-09-03,76
overview,United Kingdom,K02000001,2020-09-02,81
overview,United Kingdom,K02000001,2020-09-01,82
overview,United Kingdom,K02000001,2020-08-31,71
overview,United Kingdom,K02000001,2020-08-30,68
overview,United Kingdom,K02000001,2020-08-29,66
overview,United Kingdom,K02000001,2020-08-28,60
overview,United Kingdom,K02000001,2020-08-27,71
overview,United Kingdom,K02000001,2020-08-26,64
overview,United Kingdom,K02000001,2020-08-25,68
overview,United Kingdom,K02000001,2020-08-24,68
overview,United Kingdom,K02000001,2020-08-23,72
overview,United Kingdom,K02000001,2020-08-22,71
overview,United Kingdom,K02000001,2020-08-21,72
overview,United Kingdom,K02000001,2020-08-20,76
overview,United Kingdom,K02000001,2020-08-19,70
overview,United Kingdom,K02000001,2020-08-18,73
overview,United Kingdom,K02000001,2020-08-17,73
overview,United Kingdom,K02000001,2020-08-16,78
overview,United Kingdom,K02000001,2020-08-15,76
overview,United Kingdom,K02000001,2020-08-14,73
overview,United Kingdom,K02000001,2020-08-13,75
overview,United Kingdom,K02000001,2020-08-12,80
overview,United Kingdom,K02000001,2020-08-11,73
overview,United Kingdom,K02000001,2020-08-10,70
overview,United Kingdom,K02000001,2020-08-09,65
overview,United Kingdom,K02000001,2020-08-08,62
overview,United Kingdom,K02000001,2020-08-07,67
overview,United Kingdom,K02000001,2020-08-06,69
overview,United Kingdom,K02000001,2020-08-05,73
overview,United Kingdom,K02000001,2020-08-04,76
overview,United Kingdom,K02000001,2020-08-03,77
overview,United Kingdom,K02000001,2020-08-02,85
overview,United Kingdom,K02000001,2020-08-01,92
overview,United Kingdom,K02000001,2020-07-31,86
overview,United Kingdom,K02000001,2020-07-30,84
overview,United Kingdom,K02000001,2020-07-29,87
overview,United Kingdom,K02000001,2020-07-28,93
overview,United Kingdom,K02000001,2020-07-27,97
overview,United Kingdom,K02000001,2020-07-26,92
overview,United Kingdom,K02000001,2020-07-25,93
overview,United Kingdom,K02000001,2020-07-24,104
overview,United Kingdom,K02000001,2020-07-23,111
overview,United Kingdom,K02000001,2020-07-22,110
overview,United Kingdom,K02000001,2020-07-21,137
overview,United Kingdom,K02000001,2020-07-20,129
overview,United Kingdom,K02000001,2020-07-19,131
overview,United Kingdom,K02000001,2020-07-18,137
overview,United Kingdom,K02000001,2020-07-17,143
overview,United Kingdom,K02000001,2020-07-16,142
overview,United Kingdom,K02000001,2020-07-15,153
overview,United Kingdom,K02000001,2020-07-14,145
overview,United Kingdom,K02000001,2020-07-13,162
overview,United Kingdom,K02000001,2020-07-12,159
overview,United Kingdom,K02000001,2020-07-11,168
overview,United Kingdom,K02000001,2020-07-10,191
overview,United Kingdom,K02000001,2020-07-09,188
overview,United Kingdom,K02000001,2020-07-08,185
overview,United Kingdom,K02000001,2020-07-07,197
overview,United Kingdom,K02000001,2020-07-06,209
overview,United Kingdom,K02000001,2020-07-05,217
overview,United Kingdom,K02000001,2020-07-04,221
overview,United Kingdom,K02000001,2020-07-03,231
overview,United Kingdom,K02000001,2020-07-02,239
overview,United Kingdom,K02000001,2020-07-01,259
overview,United Kingdom,K02000001,2020-06-30,279
overview,United Kingdom,K02000001,2020-06-29,262
overview,United Kingdom,K02000001,2020-06-28,270
overview,United Kingdom,K02000001,2020-06-27,270
overview,United Kingdom,K02000001,2020-06-26,268
overview,United Kingdom,K02000001,2020-06-25,276
overview,United Kingdom,K02000001,2020-06-24,316
overview,United Kingdom,K02000001,2020-06-23,311
overview,United Kingdom,K02000001,2020-06-22,340
overview,United Kingdom,K02000001,2020-06-21,310
overview,United Kingdom,K02000001,2020-06-20,346
overview,United Kingdom,K02000001,2020-06-19,330
overview,United Kingdom,K02000001,2020-06-18,352
overview,United Kingdom,K02000001,2020-06-17,357
overview,United Kingdom,K02000001,2020-06-16,378
overview,United Kingdom,K02000001,2020-06-15,385
overview,United Kingdom,K02000001,2020-06-14,393
overview,United Kingdom,K02000001,2020-06-13,390
overview,United Kingdom,K02000001,2020-06-12,393
overview,United Kingdom,K02000001,2020-06-11,390
overview,United Kingdom,K02000001,2020-06-10,439
overview,United Kingdom,K02000001,2020-06-09,491
overview,United Kingdom,K02000001,2020-06-08,509
overview,United Kingdom,K02000001,2020-06-07,515
overview,United Kingdom,K02000001,2020-06-06,540
overview,United Kingdom,K02000001,2020-06-05,554
overview,United Kingdom,K02000001,2020-06-04,571
overview,United Kingdom,K02000001,2020-06-03,602
overview,United Kingdom,K02000001,2020-06-02,636
overview,United Kingdom,K02000001,2020-06-01,652
overview,United Kingdom,K02000001,2020-05-31,679
overview,United Kingdom,K02000001,2020-05-30,704
overview,United Kingdom,K02000001,2020-05-29,719
overview,United Kingdom,K02000001,2020-05-28,751
overview,United Kingdom,K02000001,2020-05-27,783
overview,United Kingdom,K02000001,2020-05-26,847
overview,United Kingdom,K02000001,2020-05-25,863
overview,United Kingdom,K02000001,2020-05-24,886
overview,United Kingdom,K02000001,2020-05-23,928
overview,United Kingdom,K02000001,2020-05-22,964
overview,United Kingdom,K02000001,2020-05-21,1008
overview,United Kingdom,K02000001,2020-05-20,1034
overview,United Kingdom,K02000001,2020-05-19,1106
overview,United Kingdom,K02000001,2020-05-18,1141
overview,United Kingdom,K02000001,2020-05-17,1196
overview,United Kingdom,K02000001,2020-05-16,1234
overview,United Kingdom,K02000001,2020-05-15,1337
overview,United Kingdom,K02000001,2020-05-14,1314
overview,United Kingdom,K02000001,2020-05-13,1342
overview,United Kingdom,K02000001,2020-05-12,1414
overview,United Kingdom,K02000001,2020-05-11,1485
overview,United Kingdom,K02000001,2020-05-10,1538
overview,United Kingdom,K02000001,2020-05-09,1585
overview,United Kingdom,K02000001,2020-05-08,1642
overview,United Kingdom,K02000001,2020-05-07,1685
overview,United Kingdom,K02000001,2020-05-06,1802
overview,United Kingdom,K02000001,2020-05-05,1874
overview,United Kingdom,K02000001,2020-05-04,1936
overview,United Kingdom,K02000001,2020-05-03,2009
overview,United Kingdom,K02000001,2020-05-02,2068
overview,United Kingdom,K02000001,2020-05-01,2178
overview,United Kingdom,K02000001,2020-04-30,2224
overview,United Kingdom,K02000001,2020-04-29,2286
overview,United Kingdom,K02000001,2020-04-28,2353
overview,United Kingdom,K02000001,2020-04-27,2460
overview,United Kingdom,K02000001,2020-04-26,2580
overview,United Kingdom,K02000001,2020-04-25,2702
overview,United Kingdom,K02000001,2020-04-24,2703
overview,United Kingdom,K02000001,2020-04-23,2867
overview,United Kingdom,K02000001,2020-04-22,2964
overview,United Kingdom,K02000001,2020-04-21,3036
overview,United Kingdom,K02000001,2020-04-20,3130
overview,United Kingdom,K02000001,2020-04-19,3176
overview,United Kingdom,K02000001,2020-04-18,3247
overview,United Kingdom,K02000001,2020-04-17,3162
overview,United Kingdom,K02000001,2020-04-16,3222
overview,United Kingdom,K02000001,2020-04-15,3228
overview,United Kingdom,K02000001,2020-04-14,3234
overview,United Kingdom,K02000001,2020-04-13,3277
overview,United Kingdom,K02000001,2020-04-12,3301
overview,United Kingdom,K02000001,2020-04-11,3274
overview,United Kingdom,K02000001,2020-04-10,3228
overview,United Kingdom,K02000001,2020-04-09,2963
overview,United Kingdom,K02000001,2020-04-08,2967
overview,United Kingdom,K02000001,2020-04-07,2864
overview,United Kingdom,K02000001,2020-04-06,2644
overview,United Kingdom,K02000001,2020-04-05,2469
overview,United Kingdom,K02000001,2020-04-04,2309
overview,United Kingdom,K02000001,2020-04-03,2120
overview,United Kingdom,K02000001,2020-04-02,1813
